web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665919934-147,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Italian Australian Foundation Travel Grant

				
			
		
			
The Italian Australian Foundation Travel Grant is a $4000 scholarship created to support…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: $4000
                    Number offered:  Variable",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fitalian-australian-foundation-travel-grant%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fitalian-australian-foundation-travel-grant%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=6s5AWHlsxbv84XN4GNlH0A&profile=_default&rank=79&query=%21padrenull,Italian Australian Foundation Travel Grant,The Italian Australian Foundation Travel Grant is a $4000 scholarship created to support disadvantaged students of Italian descent who are travelling to Monash University’s Prato Centre or another destination in Italy. The grant is designed to assist students who wish to gain international experience and enrich their understanding of their Italian cultural heritage.,30 May - 8 July 2022
1665919940-148,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Information Technology Postgraduate Scholarship

				
			
		
			
A scholarship for continuing students studying a postgraduate degree in Information Technology. You …			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: Up to $24,000
                    Number offered:  Varies (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-postgraduate-5750ZB%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-postgraduate-5750ZB%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=UO6Do6uiiVM6s0t343kNrg&profile=_default&rank=78&query=%21padrenull,Information Technology Postgraduate Scholarship,A scholarship for continuing students studying a postgraduate degree in Information Technology. You will receive $6000 per annum paid towards your course fees.,No application required
1665919943-149,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Information Technology Industry-Based Learning Placement Scholarships

				
			
		
			
This scholarship is awarded to high achieving students in the Faculty of Information Technology who …			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: $18,000
                    Number offered:  Varies (Depend on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-ibl-placement-scholarship-5607%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-ibl-placement-scholarship-5607%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=oW8c%2BgSH6enJ%2FM65wp1hTQ&profile=_default&rank=77&query=%21padrenull,Information Technology Industry-Based Learning Placement Scholarships,This scholarship is awarded to high achieving students in the Faculty of Information Technology who undertake a 22 week placement with an industry partner. The scholarships provide support to the recipients as they benefit from the industry-based experience gained from the placements.,See how to apply
1665919948-150,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Information Technology Indigenous Study Support Scholarship

				
			
		
			
Monash University is looking to reward an Indigenous Australians who are interested in studying an…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $15,000
                    Number offered:  Two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fit-indigenous-study-support-scholarship-5684%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fit-indigenous-study-support-scholarship-5684%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=ISfunnTuHxHAWJ1IMRjQbQ&profile=_default&rank=76&query=%21padrenull,Information Technology Indigenous Study Support Scholarship,Monash University is looking to reward an Indigenous Australians who are interested in studying an IT degree at the undergraduate or postgraduate (coursework) level.,See how to apply
1665919952-151,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Information Technology Indigenous Merit Scholarship

				
			
		
			
Are you an Indigenous student who can demonstrate strong academic achievement? If you are currently …			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: Up to $16,000
                    Number offered:  Up to two per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fit-indigenous-merit-scholarship-5589Z%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fit-indigenous-merit-scholarship-5589Z%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=fpTpdxmbdo9QsNy%2BLHmlbg&profile=_default&rank=75&query=%21padrenull,Information Technology Indigenous Merit Scholarship,"Are you an Indigenous student who can demonstrate strong academic achievement? If you are currently studying IT at Monash or intend to do so, you may be eligible for this scholarship.",No application required
1665919956-152,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Information Technology Excellence Scholarship

				
			
		
			
If you are a high-achieving student intending to undertake a single or double degree at the Monash…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: Up to $24,000
                    Number offered:  Variable (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-excellence-5760%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Finformation-technology-excellence-5760%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=NlJx%2BXMZ0Y%2FJt9Z7ErNqfA&profile=_default&rank=74&query=%21padrenull,Information Technology Excellence Scholarship,"If you are a high-achieving student intending to undertake a single or double degree at the Monash Faculty of Information Technology, you may be eligible for this scholarship. You must obtain a minimum ATAR of 95.00, or a Weighted Average Mark of 80 for a diploma-level qualification.",No application required
1665919962-153,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Indonesian Women in STEM

				
			
		
			
This scholarship scheme supports high-achieving female graduate researchers from Indonesia to…			
            
            
	    
        
            
                    Applications:  Closes 31 March and 31 August each year
                    Total scholarship value: Up to $30,000
                    Number offered:  2 annually",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Findonesian-women-in-stem%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Findonesian-women-in-stem%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=vTfwTvhkRYeYPm%2FK0PZJQg&profile=_default&rank=73&query=%21padrenull,Indonesian Women in STEM,"This scholarship scheme supports high-achieving female graduate researchers from Indonesia to conduct research in STEM disciplines. Female STEM scholars are currently underrepresented in higher education. This scheme is part of our efforts to address this, by encouraging more women to take the next step in their STEM careers. The aim is to help overcome environmental and social barriers women face that might impede the progress of their academic careers.",Closes 31 March and 31 August each year
1665919969-154,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Indigenous Science Research Grant

				
			
		
			
The Indigenous Science Research Grant enables students to gain experience at the intersection…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $7000
                    Number offered:  Variable depending of funding",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Findigenous-science-research-grant-6144%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Findigenous-science-research-grant-6144%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=6jGCK62ltcLKAgnL0GR%2FMQ&profile=_default&rank=72&query=%21padrenull,Indigenous Science Research Grant,"The Indigenous Science Research Grant enables students to gain experience at the intersection between science research, science communication, and science education working in some way around the topic of Indigenous Science.",see how to apply
1665919978-155,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Ian Urquhart Scholarship

				
			
		
			
A scholarship established to support talented and disadvantage students enrolled in a degree in the …			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: up to $32,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fian-urquhart-scholarship-6074%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fian-urquhart-scholarship-6074%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Nu7I3dFvb5GDE3j0lxy0oQ&profile=_default&rank=71&query=%21padrenull,Ian Urquhart Scholarship,A scholarship established to support talented and disadvantage students enrolled in a degree in the Monash Business School.,30 May - 8 July 2022
1665919985-156,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Ian Little Honours Scholarship

				
			
		
			
A scholarship for students intending to pursue an economics honours degree at Monash Business…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $15,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fian-little-honours-scholarship-5769%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fian-little-honours-scholarship-5769%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=wHeMQVIhfvGXguI01keAtw&profile=_default&rank=70&query=%21padrenull,Ian Little Honours Scholarship,"A scholarship for students intending to pursue an economics honours degree at Monash Business School: Bachelor of Commerce (Honours) or Bachelor of Economics (Honours). Based on academic achievement, you will be awarded a $15,000 scholarship if selected. No application is necessary. All students who apply for the course will be automatically assessed.",No application required
1665919991-157,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Hope Scholarship

				
			
		
			
The Hope Scholarship has been established at the Faculty of Pharmacy and Pharmaceutical Sciences at …			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $24,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fhope-scholarship-6072%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fhope-scholarship-6072%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=6ERG%2BplSqhL7jgVS8mLW%2Fg&profile=_default&rank=69&query=%21padrenull,Hope Scholarship,"The Hope Scholarship has been established at the Faculty of Pharmacy and Pharmaceutical Sciences at Monash University, Parkville to help support commencing students. The scholarship will provide you with $6,000 annually over four years to support your study at the faculty.",See how to apply
1665920001-158,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Homer Le Grand Student Assistance Scholarship

				
			
		
			
The Homer Le Grand Student Assistance Scholarship was introduced in honour of Professor Homer Le…			
            
            
	    
        
            
                    Applications:  No applications required
                    Total scholarship value: $6000
                    Number offered:  Variable (Depending on funding)",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fhomer-legrand-student-assistance-5613%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fhomer-legrand-student-assistance-5613%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Euff2VBTP2dbjOUdOukpeQ&profile=_default&rank=68&query=%21padrenull,Homer Le Grand Student Assistance Scholarship,The Homer Le Grand Student Assistance Scholarship was introduced in honour of Professor Homer Le Grand who was Dean of the Faculty of Arts from 1999 to 2006. It celebrates the achievements of students who have overcome serious academic hardship and are eligible to enter the honours program. You will receive a $6000 grant which will assist you in pursuing your honours year.,No applications required
